"b1-nummer","achternaam","voorletters","voorna(a)m(en)","roepnaam","prepositie","geslacht","partij(en)/fractie(s)","functie","bijzondere functie(s)","post(en) in kabinet(ten)","naam kabinet(ten)","begin periode","einde periode","url"
"02342","Velzen","K.","Krista","Krista","van","v","SP","2e kamerlid","","","","2006-11-30","2010-06-16","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopvnizs"
"02344","Vergeer-Mudde","F.","Fenna","Fenna","","v","SP","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopvrsxi"
"02344","Vergeer-Mudde","F.","Fenna","Fenna","","v","SP","2e kamerlid","","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopvrsxi"
"02345","Visser","A.P.","Arno Pieter","Arno","","m","VVD","2e kamerlid","","","","2003-06-03","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopvr9xh"
"02346","Vroonhoven-Kok","J.N.","Jennifer Nicolien","Nicolien","van","v","CDA","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopvqlzz"
"02346","Vroonhoven-Kok","J.N.","Jennifer Nicolien","Nicolien","van","v","CDA","2e kamerlid","","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopvqlzz"
"02346","Vroonhoven-Kok","J.N.","Jennifer Nicolien","Nicolien","van","v","CDA","2e kamerlid","","","","2006-11-30","2008-04-26","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopvqlzz"
"02346","Vroonhoven-Kok","J.N.","Jennifer Nicolien","Nicolien","van","v","CDA","2e kamerlid","","","","2008-08-17","2010-06-16","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopvqlzz"
"02348","Smulders","H.J.C.","Henricus Josephus Clemens","Harry","","m","LPF","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopvu7zh"
"02349","Wolfsen","A.","Aalt","Aleid","","m","PvdA","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopvtoxm"
"02349","Wolfsen","A.","Aalt","Aleid","","m","PvdA","2e kamerlid","","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopvtoxm"
"02349","Wolfsen","A.","Aalt","Aleid","","m","PvdA","2e kamerlid","","","","2006-11-30","2007-12-31","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopvtoxm"
"02350","Hoogendijk","F.A.","Ferdinand Alexander","Ferry","","m","LPF","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopwwjzp"
"02351","Janssen van Raaij","J.L.","James Leonard","Jim","","m","LPF","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopwvyzo"
"02352","Dijk","J.J.","Jan Jacob","Jan Jacob","van","m","CDA","2e kamerlid","","","","2002-07-26","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopwvizn"
"02352","Dijk","J.J.","Jan Jacob","Jan Jacob","van","m","CDA","2e kamerlid","","","","2003-06-03","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopwvizn"
"02352","Dijk","J.J.","Jan Jacob","Jan Jacob","van","m","CDA","2e kamerlid","","","","2006-11-30","2010-06-16","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopwvizn"
"02353","Herben","M.","Mathieu","Mat","","m","LPF","2e kamerlid","fractievoorzitter","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopwuzzm"
"02353","Herben","M.","Mathieu","Mat","","m","LPF","2e kamerlid","fractievoorzitter","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopwuzzm"
"02354","Schonewille","F.","Fred","Fred","","m","LPF","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopwz0zx"
"02355","Bonke","F.I.M.","Felix Ignatius Maria","Vic","","m","LPF","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopwydzv"
"02356","Dekker","F.A.","","Fred","","m","LPF","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopwxrzt"
"02357","Zeroual","F.","Firouze","Fieroes","","v","LPF","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopwx4zr"
"02358","Zvonar","M.","Miloslav","Milos","","m","LPF","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopx1251"
"02359","Eberhard","C.R.","Cornelis Reindert","Cor","","m","LPF","2e kamerlid","","","","2002-05-23","2002-10-02","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopx0gzy"
"02359","Eberhard","C.R.","Cornelis Reindert","Cor","","m","groep-De Jong (ex-LPF)","2e kamerlid","","","","2002-10-03","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopx0gzy"
"02360","Jukema","G.J.","Gerlof Johannes","Gerlof","","m","LPF","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopy5cxt"
"02361","Bijlhout","R.R.Ph.","","Philomena","","v","LPF","2e kamerlid","","","","2002-05-23","2002-07-21","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopy4rxs"
"02361","Bijlhout","R.R.Ph.","","Philomena","","v","LPF","staatssecretaris","","Sociale Zaken en Werkgelegenheid","eerste kabinet-Balkenende","2002-07-22","2002-07-23","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopy4rxs"
"02362","Smolders","H.A.J.","Henricus Adrianus Josephus","Hans","","m","LPF","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopy45kd"
"02363","Palm","F.A.","Frederik Albert","Frits","","m","LPF","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopy3mdw"
"02364","Wiersma","H.","Harm","Harm","","m","LPF","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopy7exx"
"02365","Eerdmans","B.J.","Bernard Johannes","Joost","","m","LPF","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopy6zxw"
"02365","Eerdmans","B.J.","Bernard Johannes","Joost","","m","LPF","2e kamerlid","","","","2003-01-30","2006-09-24","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopy6zxw"
"02365","Eerdmans","B.J.","Bernard Johannes","Joost","","m","groep-Eerdmans/Van Schijndel (ex-LPF, ex-VVD)","2e kamerlid","","","","2006-09-25","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopy6zxw"
"02366","Brink","W.","Windeld","Wien","van den","m","LPF","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopy6dxv"
"02366","Brink","W.","Windeld","Wien","van den","m","LPF","2e kamerlid","","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopy6dxv"
"02368","Ormel","H.J.","Hendrik Jan","Henk Jan","","m","CDA","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopy94xz"
"02368","Ormel","H.J.","Hendrik Jan","Henk Jan","","m","CDA","2e kamerlid","","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopy94xz"
"02368","Ormel","H.J.","Hendrik Jan","Henk Jan","","m","CDA","2e kamerlid","","","","2006-11-30","2010-06-16","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopy94xz"
"02368","Ormel","H.J.","Hendrik Jan","Henk Jan","","m","CDA","2e kamerlid","","","","2010-06-17","2012-09-19","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopy94xz"
"02369","Rambocus","N.","Nirmala","Nirmala","","v","CDA","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopy8pxy"
"02369","Rambocus","N.","Nirmala","Nirmala","","v","CDA","2e kamerlid","","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopy8pxy"
"02370","Hessels","J.W.M.M.J.","Jozef Wilhelmus Maria Michel Johannes","Jos","","m","CDA","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzdry6"
"02370","Hessels","J.W.M.M.J.","Jozef Wilhelmus Maria Michel Johannes","Jos","","m","CDA","2e kamerlid","","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzdry6"
"02370","Hessels","J.W.M.M.J.","Jozef Wilhelmus Maria Michel Johannes","Jos","","m","CDA","2e kamerlid","","","","2006-11-30","2009-03-09","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzdry6"
"02371","Spies","J.W.E.","Jantje Wilhelmina Elisabeth","Liesbeth","","v","CDA","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzd4y5"
"02371","Spies","J.W.E.","Jantje Wilhelmina Elisabeth","Liesbeth","","v","CDA","2e kamerlid","","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzd4y5"
"02371","Spies","J.W.E.","Jantje Wilhelmina Elisabeth","Liesbeth","","v","CDA","2e kamerlid","","","","2006-11-30","2010-06-16","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzd4y5"
"02371","Spies","J.W.E.","Jantje Wilhelmina Elisabeth","Liesbeth","","v","CDA","minister","","Binnenlandse Zaken en Koninkrijksrelaties","eerste kabinet-Rutte","2011-12-16","2012-11-04","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzd4y5"
"02372","Vietsch","C.A.","Catharina Antoinette","Antoinette","","v","CDA","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzcjy4"
"02372","Vietsch","C.A.","Catharina Antoinette","Antoinette","","v","CDA","2e kamerlid","","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzcjy4"
"02372","Vietsch","C.A.","Catharina Antoinette","Antoinette","","v","CDA","2e kamerlid","","","","2007-03-01","2010-06-16","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzcjy4"
"02373","Vries","J.M.","Jan Marinus","Jan","de","m","CDA","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzbxy3"
"02373","Vries","J.M.","Jan Marinus","Jan","de","m","CDA","2e kamerlid","","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzbxy3"
"02373","Vries","J.M.","Jan Marinus","Jan","de","m","CDA","2e kamerlid","","","","2006-11-30","2010-06-16","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzbxy3"
"02374","Winsen","B.P.J.","Bart Piet Jozef","Bart","van","m","CDA","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzg3ya"
"02374","Winsen","B.P.J.","Bart Piet Jozef","Bart","van","m","CDA","2e kamerlid","","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzg3ya"
"02375","Jager","H.","Henderikus","Rikus","","m","CDA","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzfiy9"
"02375","Jager","H.","Henderikus","Rikus","","m","CDA","2e kamerlid","","","","2003-01-30","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzfiy9"
"02375","Jager","H.","Henderikus","Rikus","","m","CDA","2e kamerlid","","","","2006-11-30","2010-06-16","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzfiy9"
"02376","Bruls","H.M.F.","Hubertus Maria Franciscus","Hubert","","m","CDA","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzeyy8"
"02376","Bruls","H.M.F.","Hubertus Maria Franciscus","Hubert","","m","CDA","2e kamerlid","","","","2003-01-30","2005-10-10","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzeyy8"
"02377","Stuger","O.F.","Olaf Frederik","Olaf","","m","LPF","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzedy7"
"02377","Stuger","O.F.","Olaf Frederik","Olaf","","m","LPF","2e kamerlid","","","","2006-09-21","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzedy7"
"02378","Alblas","T.","Tonny","Ton","","m","LPF","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzi9yc"
"02379","Ruiten","J.H.S.","Johannes Hendricus Simon","Jan","van","m","LPF","2e kamerlid","","","","2002-05-23","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopzhqyb"
"02380","Donner","J.P.H.","Jan Pieter Hendrik","Piet Hein","","m","CDA","2e kamerlid","","","","2006-11-30","2007-02-21","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqa1o0"
"02380","Donner","J.P.H.","Jan Pieter Hendrik","Piet Hein","","m","CDA","minister","","Binnenlandse Zaken en Koninkrijksrelaties","eerste kabinet-Rutte","2010-10-14","2011-12-15","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqa1o0"
"02380","Donner","J.P.H.","Jan Pieter Hendrik","Piet Hein","","m","CDA","minister","","Justitie","derde kabinet-Balkenende","2006-07-07","2006-09-20","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqa1o0"
"02380","Donner","J.P.H.","Jan Pieter Hendrik","Piet Hein","","m","CDA","minister","","Justitie","eerste kabinet-Balkenende","2002-07-22","2003-05-26","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqa1o0"
"02380","Donner","J.P.H.","Jan Pieter Hendrik","Piet Hein","","m","CDA","minister","","Justitie","tweede kabinet-Balkenende","2003-05-27","2006-07-06","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqa1o0"
"02380","Donner","J.P.H.","Jan Pieter Hendrik","Piet Hein","","m","CDA","minister","","Sociale Zaken en Werkgelegenheid","vierde kabinet-Balkenende","2007-02-22","2010-02-22","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqa1o0"
"02380","Donner","J.P.H.","Jan Pieter Hendrik","Piet Hein","","m","CDA","minister","","Sociale Zaken en Werkgelegenheid","vierde kabinet-Balkenende","2010-02-23","2010-10-13","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqa1o0"
"02382","Bomhoff","E.J.","Eduard Jan","Eduard","","m","LPF","minister","","Viceminister-president","eerste kabinet-Balkenende","2002-07-22","2002-10-15","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopq8zmg"
"02382","Bomhoff","E.J.","Eduard Jan","Eduard","","m","LPF","minister","","Volksgezondheid, Welzijn en Sport","eerste kabinet-Balkenende","2002-07-22","2002-10-15","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopq8zmg"
"02383","Boer","R.H.","Roelf Hendrick","Roelf","de","m","LPF","minister","","Verkeer en Waterstaat","eerste kabinet-Balkenende","2002-07-22","2003-05-26","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopq8gmf"
"02383","Boer","R.H.","Roelf Hendrick","Roelf","de","m","LPF","minister","","Viceminister-president","eerste kabinet-Balkenende","2002-10-18","2003-05-26","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopq8gmf"
"02384","Heinsbroek","H.Ph.J.B.","Hermanus Philippus Johannes Bernardus","Herman","","m","LPF","minister","","Economische Zaken","eerste kabinet-Balkenende","2002-07-22","2002-10-15","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqc1s6"
"02385","Nawijn","H.P.A.","Hilbrand Pier Anne","Hilbrand","","m","LPF","2e kamerlid","","","","2003-01-30","2005-06-22","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqbis5"
"02385","Nawijn","H.P.A.","Hilbrand Pier Anne","Hilbrand","","m","LPF","minister","","minister voor Vreemdelingenzaken en Integratie","eerste kabinet-Balkenende","2002-07-22","2003-05-26","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqbis5"
"02385","Nawijn","H.P.A.","Hilbrand Pier Anne","Hilbrand","","m","fractie-Nawijn (ex-LPF)","2e kamerlid","","","","2005-06-23","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqbis5"
"02386","Eski","N.","Nihat","Nihat","","m","CDA","2e kamerlid","","","","2002-07-26","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqb3s4"
"02386","Eski","N.","Nihat","Nihat","","m","CDA","2e kamerlid","","","","2003-06-03","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqb3s4"
"02386","Eski","N.","Nihat","Nihat","","m","CDA","2e kamerlid","","","","2009-12-15","2010-06-16","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqb3s4"
"02387","Fessem","W.M.M.","Wilhelmus Michael Maria","Wim","van","m","CDA","2e kamerlid","","","","2002-07-26","2003-01-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqams3"
"02387","Fessem","W.M.M.","Wilhelmus Michael Maria","Wim","van","m","CDA","2e kamerlid","","","","2003-06-03","2006-11-29","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqams3"
"02388","Schultz van Haegen-Maas Geesteranus","M.H.","Melanie Henriëtte","Melanie","","v","VVD","2e kamerlid","","","","2003-01-30","2003-05-26","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqdwzc"
"02388","Schultz van Haegen-Maas Geesteranus","M.H.","Melanie Henriëtte","Melanie","","v","VVD","minister","","Infrastructuur en Milieu","eerste kabinet-Rutte","2010-10-14","2012-11-04","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqdwzc"
"02388","Schultz van Haegen-Maas Geesteranus","M.H.","Melanie Henriëtte","Melanie","","v","VVD","minister","","Infrastructuur en Milieu","tweede kabinet-Rutte","2012-11-05","","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqdwzc"
"02388","Schultz van Haegen-Maas Geesteranus","M.H.","Melanie Henriëtte","Melanie","","v","VVD","staatssecretaris","","Verkeer en Waterstaat","derde kabinet-Balkenende","2006-07-07","2007-02-21","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqdwzc"
"02388","Schultz van Haegen-Maas Geesteranus","M.H.","Melanie Henriëtte","Melanie","","v","VVD","staatssecretaris","","Verkeer en Waterstaat","eerste kabinet-Balkenende","2002-07-22","2003-05-26","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqdwzc"
"02388","Schultz van Haegen-Maas Geesteranus","M.H.","Melanie Henriëtte","Melanie","","v","VVD","staatssecretaris","","Verkeer en Waterstaat","tweede kabinet-Balkenende","2003-05-27","2006-07-06","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqdwzc"
"02389","Hessing","R.H.","Robertus Hendricus","Rob","","m","LPF","1e kamerlid","fractievoorzitter","","","2003-06-10","2007-06-11","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqdhzb"
"02389","Hessing","R.H.","Robertus Hendricus","Rob","","m","LPF","staatssecretaris","","Binnenlandse Zaken en Koninkrijksrelaties","eerste kabinet-Balkenende","2002-07-22","2003-05-26","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopqdhzb"
"02390","Eijck","S.R.A.","Steven Richard Antonius","Steven","van","m","LPF","staatssecretaris","","Financiën","eerste kabinet-Balkenende","2002-07-22","2003-05-26","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgoprjdzz"
"02391","Leeuwen","C.H.J.","Cornelis Hubertus Johannes","Cees","van","m","LPF","staatssecretaris","","Onderwijs, Cultuur en Wetenschap(pen)","eerste kabinet-Balkenende","2002-07-22","2003-05-26","http://www.parlementairdocumentatiecentrum.nl/id/vg9fgopriozy"
