Source	Target	date_in	date_out	rubriek
15472	472	1995-01-03	2016-01-27	3610.0
15472	473	1965-01-01	1967-01-01	3611.0
15472	474	1967-01-01	1970-01-01	3611.0
15472	475			3611.0
16221	475	2016-01-01	2010-01-01	3500.0
16245	475	2011-01-01	2012-01-01	3520.0
16245	475			3611.0
15472	476	1968-01-01	1969-01-01	3611.0
15508	476	1978-01-01	1998-01-01	3500.0
15472	477	1974-01-01	1978-01-01	3611.0
15472	478	1974-01-01	1978-01-01	3611.0
15502	478	1970-01-01	1974-01-01	3611.0
15536	478	1999-01-01	2016-01-27	3611.0
15547	478			3611.0
15472	479			3611.0
15863	479	1960-01-01	1962-01-01	3500.0
15472	480			3611.0
15472	481			3611.0
15472	482	1982-01-12	2016-01-27	3611.0
15472	483	1983-01-01	1986-01-01	3611.0
15472	484	1991-01-01	1997-01-12	3611.0
15472	485	1991-01-03	1998-01-01	3611.0
15694	485	2013-01-01	2016-01-27	3610.0
15818	485			3610.0
15472	486	1992-01-01	2012-01-01	3611.0
15472	487	1994-01-01	2011-01-01	3611.0
15472	488	1995-01-10	1998-01-07	3611.0
15472	489	1994-01-06	2016-01-27	3611.0
15472	490	1994-01-01	2016-01-27	3611.0
15472	491	1996-01-01	2016-01-27	3611.0
15472	492	1995-01-01	1996-01-01	3611.0
15472	493	1995-01-08	2015-01-01	3611.0
15875	493			3611.0
15472	494	1995-01-01	2010-01-01	3611.0
15472	495	1995-06-13	2013-01-01	3611.0
15495	495	1993-01-01	1994-01-01	3611.0
15472	496	1995-01-03	2010-01-01	3611.0
15472	497	1996-01-06	2010-01-01	3611.0
15472	498			3611.0
15472	499	1998-01-07	2011-01-01	3611.0
15472	500	1999-01-01	2015-01-01	3611.0
15472	501	1999-01-01	2011-01-01	3611.0
15472	502	1999-01-01	2011-01-01	3611.0
15472	503	2010-01-01	2016-01-01	3611.0
15472	504	2011-01-01	2016-01-01	3611.0
15472	505	2012-01-01	2016-01-01	3611.0
15781	505	2017-01-10	2016-01-27	3611.0
15807	505			3610.0
15472	506	2012-01-01	2016-01-10	3611.0
15968	506			3610.0
16031	506	2011-01-04	2016-01-27	3610.0
16031	506	2017-01-01	2018-01-01	3611.0
16134	506	2018-01-09	2016-01-27	3610.0
15472	507	2013-01-01	2016-01-27	3611.0
15472	508	2016-01-01	2012-01-01	3611.0
15472	509	2016-01-01	2011-01-01	3611.0
15472	510	2016-01-01	2012-01-01	3611.0
15472	511			3900.0
15472	512			3900.0
15472	513	1967-01-01	2016-01-27	3910.0
15473	514	1962-01-01	1964-05-16	3500.0
16162	514	1988-01-01	1990-01-01	3500.0
15473	527	1969-01-01	1970-01-10	3611.0
15473	527	1970-01-10	1973-01-01	3611.0
15473	528			3611.0
15862	528			3611.0
15941	528			3611.0
15473	529	1971-01-01	2016-01-27	3611.0
15833	529	1971-01-01	2016-01-27	3611.0
15473	532			3611.0
15890	532	1986-01-10	2016-01-27	3611.0
15474	543			3611.0
15817	543			3611.0
15867	543			3611.0
15890	543			3611.0
15474	544			3611.0
15837	544			3611.0
15867	544			3611.0
15890	544			3611.0
15474	548			3611.0
15475	554	1991-01-11	1996-01-12	3500.0
15813	554	1990-01-11	1991-01-04	3500.0
15475	562	1992-01-10	2016-01-27	3611.0
15781	562	2016-01-07	2015-01-01	3611.0
16128	562	1993-01-01	2011-01-01	3611.0
16365	562	1992-01-10	1996-01-01	3611.0
15475	564	1994-01-02	2011-01-02	3611.0
15829	564	1994-01-12	1996-01-06	3611.0
15917	564	2016-01-10	2016-01-27	3610.0
15475	565	1996-01-01	2016-01-03	3611.0
15750	565	2016-01-03	2014-01-12	3611.0
15475	568	1997-01-02	2015-01-05	3611.0
15852	568	2015-01-05	2014-10-03	3611.0
15475	569	1997-08-04	2010-01-01	3611.0
15475	569	2010-01-01	2016-01-27	3611.0
15475	573			3611.0
15817	573			3611.0
15475	577	2013-01-09	2014-01-09	3611.0
15513	577	2011-01-01	2016-01-27	3610.0
15583	577	2017-01-01	2014-07-17	3500.0
15714	577	1999-01-01	2016-01-06	3611.0
15977	577	2013-01-11	2016-01-27	3611.0
16117	577	2010-01-10	2016-01-27	3500.0
16214	577	2015-01-01	2019-01-01	3500.0
16214	577	2012-01-01	2013-01-01	3611.0
16227	577			3611.0
16372	577	2013-01-01	2013-01-12	3611.0
15475	581			3611.0
15817	581	2018-01-07	2016-01-27	3610.0
15476	584	1970-01-09	1971-01-01	3500.0
16197	584	1994-12-04	2012-04-25	3500.0
16197	584	2012-03-14	2012-04-25	3500.0
16320	584	2012-03-14	2015-02-06	3500.0
16320	584	2016-03-16	2016-04-25	3500.0
16320	584	2010-11-03	2011-01-07	3500.0
16326	584	2012-12-03	2016-04-25	3500.0
15476	585	1971-01-01	1973-01-05	3500.0
15476	586	1988-01-09	1996-01-04	3500.0
15536	586			3611.0
15558	586	1990-01-01	1998-01-01	3611.0
15628	586			3611.0
15672	586	2014-01-01	2016-01-27	3610.0
15740	586	2014-01-01	2016-01-27	3610.0
15788	586	1981-01-01	1987-01-01	3500.0
15812	586			3611.0
15817	586			3611.0
15817	586	2010-01-06	2018-01-01	3611.0
15827	586	1996-08-16	2012-01-10	3500.0
15852	586	2015-01-06	2017-10-09	3611.0
15852	586	2017-10-09	2018-01-01	3611.0
15852	586	2018-01-01	2015-03-06	3611.0
15855	586	2012-01-01	2016-01-27	3611.0
15865	586			3611.0
15877	586	1982-01-08	1986-06-16	3500.0
15892	586	1986-01-01	2016-01-27	3611.0
15942	586			3611.0
16006	586	2011-01-01	2016-01-02	3500.0
16129	586			3611.0
16374	586			3611.0
16374	586	1994-01-02	2010-01-01	3611.0
15476	587	2017-01-01	2016-01-27	3610.0
15476	588	2017-01-01	2016-01-27	3610.0
15476	589	2017-04-25	2016-01-27	3610.0
15952	589	1998-01-04	2010-01-01	3611.0
15476	590	2017-01-10	2016-01-27	3610.0
15476	591	2015-01-02	2016-01-27	3610.0
15476	592	1976-01-01	2016-01-27	3611.0
15476	593			3611.0
15476	594			3611.0
15816	594			3611.0
15476	595			3611.0
15476	595			3900.0
15479	595	1987-05-24	1994-01-01	3611.0
15479	595	1981-01-01	2016-01-27	3900.0
15615	595			3900.0
15618	595	2012-11-24	2016-01-27	3610.0
15788	595	2013-01-03	2015-01-11	3611.0
15816	595			3611.0
15832	595			3900.0
15476	596	1984-01-11	2016-01-27	3611.0
15476	597			3611.0
15476	598	1989-01-06	1998-01-08	3611.0
15476	599			3611.0
15476	600	1998-01-01	1998-01-08	3611.0
15476	601	2016-01-01	2016-01-27	3611.0
15476	602	2015-10-26	2017-01-01	3611.0
15476	603	2017-03-04	2019-01-01	3611.0
15476	604	2018-01-03	2018-06-10	3611.0
15476	605	2017-01-08	2010-01-01	3611.0
15476	606			3611.0
15477	607	1965-01-01	2016-01-27	3500.0
15477	608			3500.0
15477	609	1980-01-01	1985-01-01	3500.0
15477	610	1980-01-01	1986-01-01	3500.0
15477	611	2011-01-10	2013-01-01	3500.0
15477	612	2013-01-01	2010-01-07	3500.0
15479	612	1966-03-16	1973-06-13	3500.0
15586	612	1986-01-01	1990-01-01	3500.0
16159	612			3500.0
16235	612	1985-01-01	1990-01-01	3500.0
16235	612	1991-01-01	1997-01-01	3500.0
16235	612	1998-01-01	2016-01-27	3500.0
15477	613	2014-01-07	2016-01-12	3500.0
15477	614	1986-01-10	2016-01-27	3520.0
15523	614	1975-01-01	2016-01-27	3520.0
15555	614	1995-01-01	2017-01-02	3520.0
15583	614			3520.0
15583	614	1999-01-01	2014-07-17	3520.0
15740	614			3520.0
15827	614	1981-01-01	1993-01-01	3520.0
15839	614	1984-01-11	1986-01-11	3520.0
15937	614			3520.0
15953	614	2010-01-01	2016-01-27	3510.0
15477	615	2017-01-01	2016-01-27	3610.0
15477	616	2018-01-01	2016-01-27	3610.0
15925	616			3611.0
15925	616			3900.0
16025	616	1979-01-01	1985-01-01	3611.0
15477	617	2018-01-01	2016-01-27	3610.0
15477	618	1969-01-01	1973-01-01	3611.0
15944	618	1991-01-01	2016-01-27	3611.0
15477	619	1970-01-01	1973-01-01	3611.0
15477	620	1970-01-01	1973-01-01	3611.0
15477	621	1970-01-01	1973-01-01	3611.0
15477	622	1973-01-01	1977-01-01	3611.0
15477	622	1989-01-11	1992-01-01	3611.0
15477	623	1978-01-01	1980-01-01	3611.0
15477	624	1978-01-01	1985-01-01	3611.0
15477	625	1978-01-01	1981-01-01	3611.0
15477	626	1979-01-01	1983-01-01	3611.0
15477	627	1979-01-01	1981-01-01	3611.0
15477	628	1981-01-01	1985-01-01	3611.0
15477	629	1991-01-01	1998-01-01	3611.0
15477	630	1991-01-01	1995-01-01	3611.0
15477	631	1994-01-01	1996-01-01	3611.0
15477	632	2012-01-01	2014-01-01	3611.0
15477	633	2012-01-08	2014-01-01	3611.0
15477	634	2013-01-01	2014-01-01	3611.0
15477	635	2013-01-01	2016-01-27	3611.0
15477	636	2013-01-01	2014-01-01	3611.0
15559	636	1991-01-01	2011-01-01	3611.0
15779	636	2010-01-09	2016-01-27	3610.0
15924	636	2018-01-06	2016-01-27	3610.0
15477	637			3611.0
15477	638	1955-01-01	2016-01-27	3900.0
15477	639			3900.0
15900	639	1963-01-01	1966-01-01	3520.0
15477	640	1961-01-01	2016-01-27	3900.0
15478	641	1960-01-01	1962-01-01	3500.0
15478	642	1962-01-01	1965-01-01	3500.0
15478	643	1965-01-01	1967-01-01	3500.0
15478	644	1966-01-01	1967-01-05	3500.0
15478	645	1967-01-05	1973-11-05	3500.0
15478	646	1982-01-12	1987-01-01	3500.0
15478	647	1987-01-01	1994-01-01	3500.0
15478	648	1992-01-01	1994-01-07	3500.0
15479	648	1950-01-10	1954-01-15	3500.0
15479	648	1958-01-10	1960-01-09	3500.0
15479	648	1959-01-10	1961-01-09	3500.0
15479	648	1961-01-09	1966-03-16	3500.0
15479	648	1966-01-09	1973-01-06	3500.0
15518	648	1992-01-01	1994-01-01	3500.0
15564	648	1977-01-02	1985-01-01	3500.0
15564	648	1985-01-01	1989-01-08	3500.0
15567	648	1977-01-01	1986-01-01	3500.0
15583	648	1979-01-01	1989-01-01	3500.0
15600	648	1971-01-04	2016-01-27	3500.0
15600	648	1988-01-09	1992-01-09	3500.0
15600	648	1992-01-01	1999-01-01	3611.0
15600	648	1993-01-01	1995-01-01	3611.0
15632	648			3500.0
15655	648			3500.0
15686	648	1980-01-01	1982-01-01	3500.0
15795	648	1978-01-01	1980-01-01	3500.0
15820	648	1993-01-01	1997-01-12	3500.0
15827	648	1978-01-01	1980-01-01	3611.0
15845	648	1974-01-01	1975-01-01	3500.0
15857	648	1990-01-09	1994-08-22	3500.0
15872	648	1975-01-01	1984-01-01	3500.0
15873	648	1973-01-01	1980-01-03	3500.0
15901	648	1968-01-04	1971-01-10	3500.0
15905	648	1968-01-01	1970-01-01	3500.0
15943	648	1981-01-01	1984-01-01	3500.0
16131	648	1981-01-01	1984-01-01	3500.0
16134	648	1976-01-01	1982-01-01	3500.0
16145	648	1994-01-09	1995-01-03	3500.0
16152	648			3500.0
16364	648	1978-01-01	1983-01-09	3500.0
16364	648	1995-01-01	1998-01-01	3611.0
15478	649	2012-01-12	2013-01-05	3500.0
15478	650	2016-01-11	2011-01-11	3500.0
15478	651	1966-01-10	1967-01-04	3520.0
15478	652			3520.0
15479	652	1976-06-11	1979-10-27	3510.0
15479	652	1975-01-01	1976-01-01	3520.0
15479	652	1976-06-11	1979-10-27	3520.0
15479	652	1979-01-01	1980-01-01	3520.0
15833	652	1972-01-01	1979-01-01	3520.0
15833	652	1977-01-01	1978-01-01	3520.0
15836	652	1982-01-01	2016-01-27	3520.0
15845	652	1974-09-03	1976-06-11	3520.0
15845	652	1977-01-01	1979-01-01	3520.0
15845	652	1979-01-01	2016-01-27	3520.0
15857	652			3520.0
15892	652			3520.0
15478	653			3610.0
15478	654	2017-01-01	2016-01-27	3610.0
15898	654	1995-01-03	1998-01-01	3611.0
15478	655	2017-01-03	2016-01-27	3610.0
15478	656	2018-01-11	2016-01-27	3610.0
15478	657			3610.0
15478	658			3610.0
15478	659			3611.0
15797	659	1993-10-23	2011-01-06	3611.0
15845	659	1975-01-01	1979-01-01	3500.0
15845	659	1986-01-01	2016-01-27	3611.0
15845	659			3611.0
15857	659			3611.0
15857	659			3910.0
15899	659	1980-01-01	1983-01-01	3500.0
16000	659			3900.0
15478	660			3611.0
15478	661	1965-01-01	1973-01-01	3611.0
15478	662	1967-01-01	1973-01-01	3611.0
15478	663	1968-01-01	1973-01-01	3611.0
15611	663	1988-01-01	2014-01-01	3611.0
15985	663	1984-01-07	2016-01-27	3611.0
15478	664	1971-01-01	1973-01-05	3611.0
15494	664			3900.0
15649	664			3900.0
15952	664	1989-01-20	2016-01-27	3900.0
15478	665	1971-01-01	1972-01-01	3611.0
15478	666	1987-01-01	2016-01-27	3611.0
15478	667	1988-01-01	2016-01-27	3611.0
15478	668	1989-01-01	2016-01-27	3611.0
15478	669	2013-01-02	2016-01-27	3611.0
15478	670			3900.0
15495	670			3900.0
15565	670			3900.0
15567	670			3900.0
15592	670			3900.0
15600	670			3900.0
15644	670			3900.0
15673	670			3900.0
15683	670			3900.0
15880	670			3900.0
15905	670			3900.0
15946	670			3900.0
16079	670			3900.0
16362	670			3900.0
16364	670			3900.0
16374	670			3900.0
15478	671			3900.0
15518	671			3900.0
15632	671			3900.0
15813	671			3900.0
15826	671			3910.0
15912	671			3900.0
16056	671			3900.0
16143	671			3900.0
16320	671			3900.0
15479	673			3611.0
15492	673	1986-01-01	1996-01-01	3611.0
15962	673			3611.0
16358	673	2010-01-01	2013-01-01	3611.0
15479	675			3611.0
16245	675	2011-01-01	2016-01-27	3610.0
15479	678	1988-01-10	1993-01-02	3611.0
15492	678	1997-01-01	1998-01-01	3611.0
15832	678	1993-01-03	1994-01-09	3611.0
15479	687			3900.0
15813	687	1994-01-01	2016-01-27	3610.0
15813	687	1994-01-01	2016-01-27	3900.0
15955	687			3900.0
15480	688	1965-01-01	2016-01-27	3500.0
15948	688	1982-01-01	2016-01-27	3500.0
15480	689			3500.0
15948	689			3500.0
15480	690	1968-01-12	1972-01-07	3500.0
16143	690	1970-01-01	2016-01-27	3500.0
15480	699	2010-01-01	2011-01-01	3500.0
16129	699			3611.0
15480	700	2015-01-01	2012-01-09	3500.0
15480	700	2012-01-01	2016-01-27	3500.0
15480	706	1986-01-03	1989-01-01	3611.0
15750	706	1990-01-01	1996-01-01	3611.0
15782	706	2014-01-12	2016-01-27	3610.0
16273	706			3611.0
16273	706	1992-01-01	2014-01-01	3611.0
16273	706	1987-01-01	2016-01-27	3611.0
16273	706	2012-01-02	2012-01-09	3611.0
15480	707	1989-01-08	1993-01-05	3611.0
15493	707	1990-11-24	1996-01-04	3611.0
15542	707	2013-01-09	2014-01-06	3611.0
15782	707	2014-01-12	2016-01-27	3610.0
15480	709	2013-04-26	2015-01-09	3611.0
16239	709	1997-01-01	2010-01-01	3611.0
15480	1327	2015-06-09		-9
15499	1327	2011-01-01	2012-10-11	3520.0
15499	1327	2012-01-11	2014-01-01	3520.0
15499	1327	2013-02-11	2014-03-29	3520.0
15499	1327	2011-06-07	2015-06-08	-9
15499	1327	2015-06-09		-9
16249	1327	2011-01-01	2012-01-02	3520.0
16249	1327			3520.0
16262	1327	2011-01-01	2012-10-11	3520.0
16262	1327	2012-09-20	2013-10-03	-9
16262	1327	2014-12-31		-9
16300	1327	2012-09-20	2014-06-02	-9
16303	1327	2011-01-11	2012-10-11	3520.0
16303	1327	2013-10-22	2014-05-27	-9
15481	715	1959-01-01	1978-01-01	3500.0
15627	715	1989-01-01	1990-01-01	3500.0
15809	715	1981-01-01	1984-01-01	3500.0
15917	715	1964-01-01	1973-01-01	3500.0
16084	715	1977-01-08	1981-01-08	3500.0
16306	715	2015-01-03	2016-01-27	3610.0
15481	716	1971-01-18	1978-05-09	3500.0
15554	716	1978-05-09	1994-12-04	3500.0
15742	716			3520.0
15481	719	1994-01-10	1997-01-07	3520.0
15511	719			3520.0
15564	719	1994-01-01	2014-01-01	3520.0
15584	719	1989-01-01	1997-01-01	3520.0
15870	719	1980-01-01	1988-01-01	3520.0
15973	719	1996-01-11	2016-01-27	3520.0
15987	719			3510.0
16361	719	1998-01-01	2011-01-01	3520.0
15482	728	2018-03-27	2016-01-27	3500.0
15817	728	1996-01-12	2018-01-01	3500.0
16156	728	2018-01-01	2018-03-26	3500.0
15482	729			3510.0
15482	730	2018-01-07	2016-01-27	3610.0
15923	730	2018-01-07	2010-01-10	3611.0
15482	731	2018-01-07	2016-01-27	3610.0
15482	732	2019-01-01	2016-01-27	3610.0
15672	732			3610.0
15750	732	2019-01-01	2012-01-02	3611.0
15829	732	2014-01-09	2019-01-01	3611.0
16374	732	2013-01-01	2014-01-01	3611.0
15482	733			3610.0
15622	733	1994-01-01	1998-01-01	3611.0
16316	733			3611.0
15482	734			3610.0
15482	735			3610.0
15482	736			3610.0
15482	737			3610.0
15482	738			3610.0
15508	738	2016-01-04	2016-01-27	3611.0
15817	738	1990-01-01	1996-01-12	3611.0
15827	738	1996-01-01	2016-01-27	3610.0
15852	738	1990-01-01	1994-01-08	3611.0
15858	738			3611.0
16052	738	2011-01-01	2016-01-27	3610.0
16164	738	2011-01-02	2016-01-27	3611.0
16174	738	2015-01-02	2016-01-27	3610.0
16174	738	2011-01-02	2015-01-02	3611.0
15482	739			3610.0
15918	739	2017-01-08	2016-01-27	3610.0
15482	740			3610.0
15482	741	2011-05-07	2016-01-27	3610.0
15905	741	2011-05-07	2016-01-27	3610.0
15980	741	2011-05-07	2016-01-27	3610.0
16143	741	2011-05-07	2016-01-27	3610.0
15482	742			3611.0
15482	743			3611.0
15482	744			3611.0
15482	745			3611.0
15482	746			3611.0
15482	747	1989-01-01	2016-01-27	3611.0
15482	748	1990-01-15	2016-01-27	3611.0
15482	749			3611.0
15575	749			3611.0
15827	749	1996-01-08	2013-01-01	3611.0
15859	749	2016-01-06	2016-09-25	3611.0
15936	749	2012-05-16	2016-01-27	3610.0
15995	749	2017-01-06	2016-01-27	3610.0
15482	750	1994-01-07	1994-01-08	3611.0
15482	751	2017-01-01	2017-01-06	3611.0
15536	751	2017-01-01	2017-01-06	3611.0
15611	751	2017-01-01	2017-01-06	3611.0
15779	751	2017-01-01	2017-01-06	3611.0
15482	752	2017-01-07	2016-01-27	3611.0
15482	753			3611.0
15753	753			3610.0
15817	753			3611.0
16038	753			3611.0
16316	753			3611.0
16320	753	2012-01-03	2011-01-07	3611.0
16359	753	1995-01-01	2012-01-01	3611.0
15483	754	1968-01-01	1972-01-01	3500.0
15483	755	1972-01-01	1978-01-01	3500.0
15483	756	1978-05-09	1979-01-01	3500.0
15483	757	1979-02-01	1984-01-07	3500.0
15483	758	1979-02-01	1982-07-09	3500.0
15483	759	1982-07-09	1984-01-07	3500.0
15483	760	1984-01-07	1990-01-02	3500.0
15483	761	1990-01-02	1994-08-22	3500.0
15483	762	1999-01-06	2018-01-01	3500.0
15483	763	2019-05-10	2012-01-01	3500.0
15483	764			3610.0
15483	765	2010-01-01	2016-01-27	3610.0
15776	765			3900.0
15483	766			3610.0
15483	767	1987-01-01	2016-01-27	3611.0
15912	767			3610.0
15977	767	2012-01-02	2016-01-27	3610.0
15483	768	1988-01-01	2016-01-27	3611.0
15483	769			3611.0
15483	770			3611.0
15483	771			3611.0
15483	772			3611.0
15483	773	2010-01-01	2015-01-01	3611.0
15483	774			3611.0
15483	775	2012-01-12	2019-01-04	3611.0
15777	775	1996-02-27	2016-01-27	3611.0
15881	775	1992-01-01	1994-01-01	3611.0
15484	776	1987-01-01	1988-01-01	3500.0
15484	776	1988-01-01	1991-01-01	3500.0
15484	779	1994-01-05	2012-04-18	3500.0
15786	779	1990-01-05	1997-12-13	3500.0
16282	779	2017-09-27	2011-09-30	3500.0
15485	794			3500.0
15588	794	1972-01-10	1975-01-09	3500.0
15588	794	1985-01-09	1988-01-01	3500.0
15857	794	1980-09-25	1986-01-09	3500.0
15955	794	1979-01-01	1984-01-01	3500.0
15485	797	1994-01-01	1995-01-01	3500.0
15521	797			3610.0
15783	797	2016-01-01	2017-01-01	3611.0
15783	797	2017-01-01	2018-01-01	3611.0
15896	797	1981-01-09	1984-01-08	3500.0
15942	797			3611.0
16138	797	2014-01-01	2010-01-01	3611.0
16149	797	2012-01-01	2018-01-01	3611.0
16352	797			3611.0
15485	805			3611.0
15492	805	1995-01-01	1998-01-08	3611.0
16365	805	1999-01-01	2017-01-01	3611.0
15486	811	1955-01-01	1960-01-01	3500.0
15486	812	1970-01-09	1978-05-09	3500.0
15486	813	1980-01-01	1983-01-01	3500.0
15486	814	1983-01-01	1987-01-01	3500.0
15486	815	1987-04-28	1993-01-01	3500.0
15614	815	1995-04-18	2012-01-05	3500.0
16142	815	1999-01-04	2013-01-05	3500.0
15486	816	1993-01-01	1994-08-22	3500.0
15486	817	2011-01-11	2012-01-10	3500.0
15486	817	2012-01-10	2014-01-04	3500.0
15740	817	2017-11-15	2014-01-01	3500.0
15740	817	2014-01-01	2016-01-27	3500.0
15936	817	1993-01-11	1998-03-08	3500.0
15486	818	2010-08-15	2011-02-15	3500.0
15486	819	2012-01-07	2012-09-25	3520.0
15486	820	2014-01-02	2016-01-27	3610.0
15896	820	2014-01-02	2016-01-27	3610.0
15486	821	2014-01-09	2016-01-27	3610.0
15486	821	2014-01-09	2016-01-27	3611.0
15486	822	2015-01-01	2016-01-27	3610.0
16128	822			3611.0
16129	822	2013-01-01	2016-01-27	3610.0
15486	823			3610.0
15486	823			3611.0
15486	824			3610.0
15486	825			3610.0
15486	825	2010-01-01	2016-01-27	3611.0
15486	826	1992-01-01	2016-01-27	3611.0
15486	827	1992-01-01	2016-01-27	3611.0
15486	828	1992-01-01	2016-01-27	3611.0
15486	829	1992-01-01	2016-01-27	3611.0
15486	830	1992-01-01	2016-01-27	3611.0
15486	831	1993-01-10	1994-04-20	3611.0
15486	832	1994-01-01	2016-01-27	3611.0
15486	833			3611.0
15486	834	1994-05-19	1994-01-08	3611.0
15486	835			3611.0
15486	836			3611.0
15486	837			3611.0
15486	838			3611.0
15486	839			3611.0
15486	840	2010-01-03	2018-01-01	3611.0
15486	841			3611.0
16363	841	1990-01-01	1992-01-01	3500.0
15486	842	2012-01-02	2019-01-06	3611.0
15486	843	2012-01-06	2019-01-01	3611.0
15486	844	2012-01-08	2014-01-04	3611.0
15566	844	1976-01-01	1977-01-01	3500.0
15566	844	1977-01-01	1984-01-01	3500.0
15566	844	1984-01-01	2012-01-01	3500.0
15570	844	1990-01-05	2016-01-27	3500.0
15572	844	1997-01-05	2016-01-27	3611.0
15611	844	1980-01-01	2016-01-27	3500.0
15799	844	1987-01-01	1991-01-01	3500.0
15817	844	1997-01-05	2017-01-01	3611.0
15833	844	1989-01-04	1990-01-01	3611.0
15839	844	1971-01-01	1972-01-10	3500.0
15870	844	1973-01-01	1977-01-01	3500.0
15870	844	1981-01-01	2016-01-27	3500.0
15872	844	1991-01-11	1993-01-01	3500.0
15873	844	1971-09-15	1973-01-01	3500.0
15936	844	1974-01-01	1977-01-01	3500.0
15944	844	1966-01-01	1970-01-01	3500.0
15944	844	1973-01-01	2015-01-01	3500.0
15957	844	1970-01-01	1980-01-01	3500.0
15989	844	1975-01-01	1976-01-01	3500.0
16067	844	1983-01-01	1986-01-01	3500.0
16122	844	1973-01-01	1989-01-01	3500.0
16233	844	1974-01-07	1989-01-01	3500.0
16233	844	1989-01-01	2019-01-03	3500.0
16233	844	1975-01-01	1977-01-01	3611.0
16233	844	2019-01-01	2010-01-01	3611.0
16235	844	1979-01-01	1985-01-01	3500.0
16373	844	1976-01-01	1984-01-01	3500.0
15486	845	2013-01-01	2013-01-03	3611.0
15486	846	2014-01-03	2016-01-27	3611.0
15486	847	2014-01-01	2012-01-04	3611.0
15492	847			3611.0
15973	847			3611.0
15980	847			3611.0
16362	847			3610.0
15486	848	2014-01-01	2011-01-06	3611.0
15486	849	2014-01-06	2016-01-27	3611.0
15486	850	2015-01-01	2016-01-27	3611.0
15825	850	1995-01-01	2016-01-27	3611.0
16246	850	2013-01-01	2016-01-27	3610.0
15486	851	2016-01-01	2017-01-01	3611.0
15486	852	2017-01-01	2018-05-15	3611.0
15486	853	2018-05-15	2012-01-04	3611.0
15549	853			3610.0
15588	853	2018-05-15	2016-01-27	3610.0
15486	854	2018-09-23	2012-01-01	3611.0
16021	854			3611.0
15486	855			3910.0
15486	856			3910.0
15486	857			3910.0
15486	858			3910.0
15487	859	1955-01-09	1958-01-09	3500.0
15487	860	1966-01-02	1967-01-09	3500.0
15487	861	1967-01-09	1969-01-07	3500.0
15487	862	1969-01-07	1977-08-06	3500.0
15487	863	1991-11-03	1996-01-04	3500.0
15582	863	1996-01-01	2018-01-01	3611.0
15973	863	1996-01-02	2016-01-27	3611.0
16020	863			3611.0
16047	863			3611.0
15487	864	2017-01-09	2018-07-04	3500.0
15983	864	2018-07-04	2016-01-27	3500.0
15487	865	1991-01-01	2016-01-27	3610.0
15487	866	1995-01-01	2016-01-27	3610.0
15487	867	2011-01-01	2016-01-27	3610.0
15487	868			3611.0
15487	869	1977-01-01	1980-04-03	3611.0
15973	869	1996-01-03	1999-01-01	3611.0
15487	870	1978-01-01	1980-04-03	3611.0
15487	871	1978-01-01	1980-04-03	3611.0
15487	872	1978-01-01	1980-04-03	3611.0
15487	873	1981-01-01	1982-01-01	3611.0
15487	874			3611.0
15487	875	1990-01-01	1991-01-01	3611.0
15830	875	1990-01-12	2016-01-27	3611.0
15487	876			3611.0
15487	877			3611.0
15487	878			3611.0
15487	879	1991-01-01	1996-01-01	3611.0
15487	880	1991-01-01	1996-01-01	3611.0
15487	881	1991-01-01	2010-01-01	3611.0
15487	882	1991-01-01	1996-01-01	3611.0
15503	882	1975-01-09	1985-05-29	3500.0
15758	882	1978-01-01	1985-01-03	3500.0
15770	882			3611.0
15832	882	2010-01-01	2016-01-27	3610.0
15918	882	1995-01-02	2016-01-01	3611.0
15945	882	1978-01-02	1980-01-08	3500.0
15947	882	1985-01-01	1998-02-27	3611.0
16163	882	1988-01-04	2010-01-07	3500.0
15487	883	1991-01-01	1998-01-01	3611.0
15487	884	1991-01-01	1998-01-01	3611.0
15487	885	1996-01-01	2012-01-03	3611.0
15487	886	1996-01-01	2011-01-01	3611.0
15487	887	1996-01-08	2015-01-01	3611.0
15487	888	1997-03-20	2017-01-01	3611.0
15573	888			3611.0
15834	888	2014-01-09	2016-01-27	3610.0
15866	888			3610.0
15487	889	1996-01-04	1999-01-04	3611.0
15487	890	1998-01-09	2010-01-01	3611.0
15487	891	1999-01-01	2012-01-10	3611.0
15487	892	2010-01-05	2011-07-24	3611.0
15487	893	1999-01-02	2010-01-01	3611.0
15487	894	2011-01-06	2011-01-12	3611.0
15487	895	2010-01-01	2012-01-02	3611.0
15487	896	2010-01-05	2016-01-27	3611.0
15487	897	2010-01-08	2016-01-27	3611.0
15487	898	2011-01-01	2012-01-01	3611.0
15553	898	2017-01-06	2017-01-11	3500.0
15689	898	2017-01-06	2015-01-03	3611.0
15898	898	1998-01-08	2016-01-27	3611.0
15965	898	1982-01-01	2013-01-01	3611.0
16043	898	1991-01-01	1994-01-01	3500.0
16043	898	1994-01-01	1996-01-01	3500.0
16043	898	1996-01-01	1999-01-01	3500.0
16043	898	1999-01-01	2014-01-01	3500.0
15487	899	2013-01-07	2016-01-27	3611.0
15487	900	2015-01-06	2016-01-27	3611.0
15487	901	2016-01-04	2010-01-01	3611.0
15487	902	2015-01-06	2016-01-01	3611.0
15487	903	2015-01-01	2016-01-01	3611.0
15487	904	2016-01-01	2010-01-01	3611.0
15487	905	2018-01-12	2016-01-27	3611.0
15487	906			3900.0
